id;numvoie;typevoie;libvoie;cp;commune
DP07200721Z0003-0;445;ROUTE;DE LA RAINIERE;72370;ARDENAY SUR MERIZE
DP07200721Z0003-2;;;LE CHEMIN DE LA RAINIERE;;ARDENAY SUR MERIZE
DP07200721Z0004-0;;;16 clos DU LEVANT;72370;ARDENAY SUR MERIZE
DP07200721Z0004-2;16;;CLOS DU LEVANT;72370;ARDENAY SUR MERIZE
DP07201121Z0005-0;;;Fontaine;72130;Assé le Boisne
DP07201121Z0005-2;;;FONTAINE;72130;ASSE LE BOISNE
DP07201121Z0006-0;;;6 rue DE LA MADELEINE;72130;ASSE LE BOISNE
DP07201121Z0006-2;6;;RUE DE LA MADELEINE;72130;ASSE LE BOISNE
DP07201121Z0007-0;11;RUE;DE LA TOUCHE;72130;ASSE LE BOISNE
DP07201121Z0007-2;11;;RUE DE LA TOUCHE;72130;ASSE LE BOISNE
DP07202321Z0026-0;29;RUE;PAUL ILIAS;72290;BALLON-SAINT MARS
DP07202321Z0026-2;29;;RUE PAUL ILIAS;72290;BALLON - SAINT MARS
DP07202321Z0033-0;28;RUE;DU GENERAL LECLERC;72290;BALLON- SAINT MARS
DP07202321Z0033-2;28;;RUE DU GENERAL LECLERC;72290;BALLON - SAINT MARS
DP07202321Z0034-0;;LIEU-;LES MARAIS;72290;BALLON-SAINT MARS
DP07202321Z0034-1;1;PLACE;de la République;72290;BALLON - SAINT MARS
DP07202321Z0034-2;0002;;RUE DU GENERAL LECLERC BAL;72290;BALLON - SAINT MARS
DP07202321Z0037-0;;LIEU-;LA GATELLERIE;72290;BALLON-SAINT MARS
DP07202321Z0037-2;;;LA GATELLERIE;72290;BALLON - SAINT MARS
DP07202321Z0038-0;24;RUE;PRINCIPALE;72290;BALLON-SAINT MARS
DP07202321Z0038-2;24;;RUE PRINCIPALE;72290;BALLON - SAINT MARS
DP07202321Z0039-0;4;;RUE DE L'EUROPE;72290;BALLON - SAINT MARS
DP07202321Z0039-2;4;;RUE DE L EUROPE;72290;BALLON - SAINT MARS
DP07202321Z0040-0;50;RUE;SAINT LAURENT;72290;BALLON- SAINT MARS
DP07202321Z0040-2;3;;RUE PRINCIPALE;72290;BALLON - SAINT MARS
DP07202321Z0041-0;33;RUE;DE LA BATE;72290;BALLON-SAINT MARS
DP07202321Z0041-2;33;;RUE DE LA BATE;72290;BALLON - SAINT MARS
DP07202421Z0859-2;7;;IMPASSE DES POMMIERS;72650;LA BAZOGE
DP07202421Z0860-0;10;;RUE DE LA GARE;72170;VIVOIN
DP07202421Z0860-2;2;;RUE DE MARTFELD;72650;LA BAZOGE
DP07202421Z0861-0;7;;ROUTE DE L'AUNAY TRUCHET;72650;LA BAZOGE
DP07202421Z0861-2;7;;ROUTE DE L AUNAY TRUCHET;72650;LA BAZOGE
DP07202421Z0862-0;21;;RUE DE LA GARE;72650;LA BAZOGE
DP07202421Z0862-2;21;;RUE DE LA GARE;72650;LA BAZOGE
DP07202421Z0863-0;9;;RUE DU CHENE;72650;LA BAZOGE
DP07202421Z0863-2;9;;RUE DU CHENE;72650;LA BAZOGE
DP07202421Z0864-0;107;;AVENUE NATIONALE;72650;LA BAZOGE
DP07202421Z0864-2;107;;AVENUE NATIONALE;72650;LA BAZOGE
DP07202421Z0865-0;5;;CHEMIN DE BEAUMANOIR;72650;LA BAZOGE
DP07202421Z0865-2;5;;CHEMIN DE BEAUMANOIR;72650;LA BAZOGE
DP07202421Z0866-0;60;;AVENUE NATIONALE;72650;LA BAZOGE
DP07202421Z0866-2;60;;AVENUE NATIONALE;72650;LA BAZOGE
DP07202421Z0867-2;6;;RUE DE MARTFELD;72650;LA BAZOGE
DP07202421Z0868-0;8;;ROUTE DE LA MAUGATELIERE;72650;LA BAZOGE
DP07202421Z0868-2;8;;ROUTE DE LA MAUGATELIERE;72650;LA BAZOGE
DP07202421Z0869-0;10;;AVENUE DES LILAS;72650;LA BAZOGE
DP07202421Z0869-2;10;;RUE DES LILAS;72650;LA BAZOGE
DP07202421Z0870-0;;;ZA de la Petite montagne;72330;CERANS FOULLETOURTE
DP07202421Z0870-2;;;LES JECULIERES;72650;LA BAZOGE
DP07202421Z0871-0;9;;RUE DE MALABRY;72650;LA BAZOGE
DP07202421Z0871-2;9;;RUE DE MALABRY;72650;LA BAZOGE
DP07202921Z0040-0;2;RUE;de l'Ouche de Bert;72170;Beaumont-sur-Sarthe
DP07202921Z0040-1;2;RUE;DE L'OUCHE DE BERT;72170;BEAUMONY-SUR-SARTHE
DP07202921Z0040-2;2;;RUE L OUCHE DE BERT;72170;BEAUMONT SUR SARTHE
DP07202921Z0041-0;57;RUE;de la Gare;72170;Beaumont-sur-Sarthe
DP07202921Z0041-2;84;;RUE DE LA GARE;72170;BEAUMONT SUR SARTHE
DP07203421Z0002-0;6;;la Miottière;72610;BERUS
DP07203421Z0002-2;6;;la Miottière;72610;BERUS
DP07203421Z0003-2;5;;la Palestine;72610;BERUS
DP07204221Z0018-0;28;;COURS ALBERT PREMIER;75008;PARIS
DP07204221Z0018-2;19;;RUE PABLO PICASSO;72440;BOULOIRE
DP07204221Z0028-2;6;;CHEMIN DE LA BOULANDERIE;72440;BOULOIRE
DP07204221Z0029-0;;;1 cours DU LOUVRE;72440;BOULOIRE
DP07204221Z0029-2;1;;COURS DU LOUVRE;72440;BOULOIRE
DP07204221Z0030-0;;PLACE;DU PETIT MARCHÉ;72440;BOULOIRE
DP07204221Z0030-2;;;RUE NATIONALE;72440;BOULOIRE
DP07204221Z0031-2;1;;RUE JEAN ROSTAND;72440;BOULOIRE
DP07204221Z0032-2;3;;RUE LOUIS DAGUERRE;72440;BOULOIRE
DP07204221Z0033-0;83;RUE;NATIONALE;72440;BOULOIRE
DP07204321Z0020-0;44-46;;rue des Plantagenêt;72610;BOURG LE ROI
DP07204321Z0020-2;42;;RUE DES PLANTAGENETS;72610;BOURG LE ROI
DP07204321Z0021-0;13;;RUE DE LA TOUR;72610;BOURG LE ROI
DP07204321Z0021-2;13;;RUE DE LA TOUR;72610;BOURG LE ROI
DP07204321Z0022-0;8;;RUE DE LA MOIRE;72610;BOURG LE ROI
DP07204321Z0022-2;8;;RUE DE LA MOIRE;72610;BOURG LE ROI
DP07204621Z0018-0;21;;RUE DU STADE;72370;LE BREIL SUR MERIZE
DP07204621Z0018-2;21;;RUE DU STADE;72370;LE BREIL-SUR-MÉRIZE
DP07204621Z0019-0;1;;rue des Ormeaux;72370;LE BREIL SUR MERIZE
DP07204621Z0019-2;1;;RUE DES ORMEAUX;72370;LE BREIL-SUR-MÉRIZE
DP07204621Z0020-0;38;;RUE DE LA FABRIQUE;72370;LE BREIL SUR MERIZE
DP07204621Z0020-2;38;;RUE DE LA FABRIQUE;72370;LE BREIL-SUR-MÉRIZE
DP07204721Z0008-0;;;6 RUE DES PERVENCHES;72250;BRETTE LES PINS
DP07204721Z0008-2;6;;RUE DES PERVENCHES;72250;BRETTE LES PINS
DP07204721Z0033-0;;;48 rue DES PINS;72250;BRETTE LES PINS
DP07204721Z0033-2;48;;RUE DES PINS;72250;BRETTE LES PINS
DP07204721Z0040-0;11;;RUE DES BLEUETS;72250;BRETTE LES PINS
DP07204721Z0040-2;11;;RUE DES BLEUETS;72250;BRETTE LES PINS
DP07204721Z0041-0;;;11 rue DES PINS;72250;BRETTE LES PINS
DP07204721Z0041-2;11;;RUE DES PINS;72250;BRETTE LES PINS
DP07204721Z0042-0;41;;RUE DES CEPES;72250;BRETTE LES PINS
DP07204721Z0042-2;41;;RUE DES CEPES;72250;BRETTE LES PINS
DP07204721Z0043-0;;LIEU-;Loirecopark 1;72500;VAAS
DP07204721Z0043-2;;;LE CHAMP TAILLANT;72250;BRETTE LES PINS
DP07204721Z0044-0;42;RUE;des Pins;72250;BRETTE LES PINS
DP07204721Z0044-2;42;;RUE DES PINS;72250;BRETTE LES PINS
DP07204721Z0045-0;46;RUE;DES BICHES;72250;BRETTE LES PINS
DP07204721Z0045-2;46;RUE;DES BICHES;72250;BRETTE LES PINS
DP07204721Z0046-0;;;APPT 225, 4 rue DE MOSCOU;72190;COULAINES
DP07204721Z0046-2;;LIEU-;LA LANDE DES CACHOTS;72250;BRETTE LES PINS
DP07204721Z0047-0;;;24 RUE DES ECUREUILS;72250;BRETTE LES PINS
DP07204721Z0047-2;24;;RUE DES ECUREUILS;72250;BRETTE LES PINS
DP07204721Z0048-0;8;;RUE DES FAISANS;72250;BRETTE LES PINS
DP07204721Z0048-2;8;;RUE DES FAISANS;72250;BRETTE LES PINS
DP07204721Z0049-0;42;RUE;des Pins;72250;BRETTE LES PINS
DP07204721Z0049-2;42;;RUE DES PINS;72250;BRETTE LES PINS
DP07204721Z0050-0;;;28 rue DES BLEUETS;72250;BRETTE LES PINS
DP07204721Z0050-2;28;;RUE DES BLEUETS;72250;BRETTE LES PINS
DP07204721Z0051-0;;;11 rue DES PINS;72250;BRETTE LES PINS
DP07204721Z0051-2;11;;RUE DES PINS;72250;BRETTE LES PINS
DP07204721Z0052-0;26;;RUE DES GENETS D'OR;72250;BRETTE LES PINS
DP07204721Z0052-2;26;;RUE DES GENETS D OR;72250;BRETTE LES PINS
DP07205321Z0021-2;1;;CITE LA SAPINIERE DU COURT;72250;CHALLES
DP07205321Z0022-0;13;;lotissement Le Pré du Cro;72250;CHALLES
DP07205321Z0022-2;13;;Lotissement Le Pré du Cro;72250;CHALLES
DP07205321Z0023-0;;;LOIREECOPARK 1;72500;VAAS
DP07205321Z0024-0;;;LE GUETTE LOUP;72250;CHALLES
DP07205321Z0024-2;;;LE GUETTE LOUP;72250;CHALLES
DP07205820Z0026-0;16;PLACE;DU PONT DE L'ALMA;72560;CHANGE
DP07205820Z0026-2;16;PLACE;DU PONT DE L'ALMA;72560;CHANGE
DP07205821Z0087-0;;;118 AV MAL DE LATTRE DE TA;94120;FONTENAY-SOUS-BOIS
DP07205821Z0087-2;;;LE CHAMP DU JARRIER;72560;CHANGE
DP07205821Z0111-0;23;ROUTE;DU TERTRE;72560;CHANGE
DP07205821Z0111-2;23;ROUTE;DU TERTRE;72560;CHANGE
DP07205821Z0117-0;275;IMPAS;DE L'ABBAYE;72560;CHANGE
DP07205821Z0117-1;275;IMPAS;DE L'ABBAYE;72560;CHANGE
DP07205821Z0117-2;275;IMPAS;DE L'ABBAYE;72560;CHANGE
DP07205821Z0119-0;21;RUE;SAINT JACQUES;72560;CHANGE
DP07205821Z0119-2;21;RUE;SAINT JACQUES;72560;CHANGE
DP07205821Z0120-0;9;ALLEE;DES JASNIERES;72560;CHANGE
DP07205821Z0120-2;9;ALLEE;DES JASNIERES;72560;CHANGE
DP07205821Z0121-0;150;CHEMI;DE LA LANDE;72560;CHANGE
DP07205821Z0121-2;150;CHEMI;DE LA LANDE;72560;CHANGE
DP07205821Z0122-0;40;ROUTE;DE PARIGNE L'EVEQUE;72560;CHANGE
DP07205821Z0122-2;0040;ROUTE;ROUTE DE PARIGNE L'EVEQUE;72560;CHANGE
DP07205821Z0123-0;1;IMPAS;DE LA CALIFORNIE;72560;CHANGE
DP07205821Z0123-1;1;IMPAS;DE LA CALIFORNIE;72560;CHANGE
DP07205821Z0123-2;1;IMPAS;DE LA CALIFORNIE;72560;CHANGE
DP07205821Z0124-0;32;ROUTE;DE LA CALIFORNIE;72560;CHANGE
DP07205821Z0124-1;32;ROUTE;DE LA CALIFORNIE;72560;CHANGE
DP07205821Z0124-2;32;ROUTE;DE LA CALIFORNIE;72560;CHANGE
DP07205821Z0125-0;;;24 route DE LA CALIFORNIE;72560;CHANGE
DP07205821Z0125-2;24;;ROUTE DE LA CALIFORNIE;72560;CHANGE
DP07205821Z0126-0;;;LA BUTTE DU GRAND BOULAY;72560;CHANGE
DP07205821Z0126-2;;;LA BUTTE DU GRAND BOULAY;72560;CHANGE
DP07205821Z0127-0;16;RUE;DE LA VILLE L'EVEQUE;75008;PARIS
DP07205821Z0127-2;;;LE CHATEAU D EAU;72560;CHANGE
DP07205821Z0128-0;5;PLACE;DES COMPTES DU MAINE;72000;LE MANS
DP07205821Z0128-2;17;;RUE DES PRIMEVERES;72560;CHANGE
DP07205821Z0129-0;205;ROUTE;DU CARREFOUR;72560;CHANGE
DP07205821Z0129-2;205;ROUTE;DU CARREFOUR;72560;CHANGE
DP07205821Z0130-0;;;LES PETITES FRAIRIES;72560;CHANGE
DP07205821Z0130-2;;;LES PETITES FRAIRIES;72560;CHANGE
DP07205821Z0131-0;2;RUE;MONTAIGNE;72560;CHANGE
DP07205821Z0131-2;2;RUE;MONTAIGNE;72560;CHANGE
DP07205821Z0132-0;11;ROUTE;DES CHARMES;72560;CHANGE
DP07205821Z0132-2;11;ROUTE;DES CHARMES;72560;CHANGE
DP07205821Z0133-0;;;7 route DE FONTENAY;72560;CHANGE
DP07205821Z0133-2;7;;ROUTE DE FONTENAY;72560;CHANGE
DP07205821Z0134-0;;;4 chemin DES GALLETS;72560;CHANGE
DP07205821Z0134-2;4;;CHEMIN DES GALLETS;72560;CHANGE
DP07205821Z0135-0;41;ROUTE;DE PARIGNE L'EVEQUE;72560;CHANGE
DP07205821Z0135-2;41 B;ROUTE;DE PARIGNE L'EVEQUE;72560;CHANGE
DP07205821Z0136-0;51;ROUTE;DE L'EPAU;72560;CHANGE
DP07205821Z0136-2;51;ROUTE;DE L'EPAU;72560;CHANGE
DP07205821Z0137-0;2;ROUTE;DES COURPINS;72560;CHANGE
DP07205821Z0137-2;2;ROUTE;DES COURPINS;72560;CHANGE
DP07205821Z0138-0;977 T;ROUTE;DES CHARMES;72560;CHANGE
DP07205821Z0138-2;977 T;ROUTE;DES CHARMES;72560;CHANGE
DP07208921Z0025-0;14;RUE;DES VANNEAUX;72240;CONLIE
DP07208921Z0025-1;14;RUE;DES VANNEAUX;72214;CONLIE
DP07208921Z0025-2;15;RUE;DE LA FABRIQUE;72240;CONLIE
DP07208921Z0027-0;12;;VIEUX CHEMIN DU MANS;72240;CONLIE
DP07208921Z0027-1;12;;VIEUX CHEMIN DU MANS;72240;CONLIE
DP07208921Z0027-2;12;;VIEUX CHEMIN DU MANS;72240;CONLIE
DP07208921Z0028-0;173;ROUTE;DE LA CHAPELLE SAINT FRAY;72650;LA MILESSE
DP07208921Z0028-1;173;ROUTE;DE LA CHAPELLE SAINT FRAY;72650;LA MILESSE
DP07208921Z0028-2;3;;RUE DE TENNIE;72240;CONLIE
DP07208921Z0029-0;1;ROUTE;DE VINAY;72240;CONLIE
DP07208921Z0029-1;1;ROUTE;DE VINAY;72240;CONLIE
DP07208921Z0029-2;;;LE CLOS;72240;CONLIE
DP07208921Z0030-0;33;RUE;DE NEUVILLALAIS;72240;CONLIE
DP07208921Z0030-1;33;RUE;DE NEUVILLALAIS;72240;CONLIE
DP07208921Z0030-2;33;;RUE DE NEUVILLALAIS;72240;CONLIE
DP07208921Z0031-0;14;ROUTE;DE LA CHAPELLE;72240;CONLIE
DP07208921Z0031-1;14;ROUTE;DE LA CHAPELLE;72240;CONLIE
DP07208921Z0031-2;;;VERNIETTE;72240;CONLIE
DP07209021Z0010-0;01;;LES HETRES;72310;BESSE-SUR-BRAYE
DP07209021Z0010-2;35;;RUE DES VIEUX PONTS;72160;CONNERRE
DP07209021Z0011-0;01;;LES HETRES;72310;BESSE-SUR-BRAYE
DP07209021Z0011-2;35;;RUE DES VIEUX PONTS;72160;CONNERRE
DP07209021Z0018-0;;;18 rue CHANZY;72160;CONNERRE
DP07209021Z0018-2;18;;RUE CHANZY;72160;CONNERRE
DP07209021Z0020-0;24;RUE;LEDRU ROLLIN;72160;CONNERRE
DP07209021Z0020-2;24;;RUE LEDRU ROLLIN;72160;CONNERRE
DP07209021Z0021-0;;;LA TAILLE;72160;CONNERRE
DP07209021Z0021-2;;;LA TAILLE;72160;CONNERRE
DP07209021Z0022-0;;;110 route DES LANDES;72160;CONNERRE
DP07209021Z0022-2;110;;ROUTE DES LANDES;72160;CONNERRE
DP07209021Z0023-0;9;IMPAS;HELENE BOUCHER;;CONNERRE
DP07209021Z0023-2;7;;RUE HELENE BOUCHER;72160;CONNERRE
DP07209021Z0024-0;;;LE ROCHER;72370;SOULITRE
DP07209021Z0024-2;34 TE;RUE;RUE DE PARIS;72160;CONNERRE
DP07209021Z0025-0;;;1 rue LOUISE MICHEL;72160;CONNERRE
DP07209021Z0025-2;1;;RUE LOUISE MICHEL;72160;CONNERRE
DP07209021Z0026-0;2/4;RUE;DE PARIS / RUE MICHEL BEAU;72160;CONNERRE
DP07209021Z0026-1;101;RUE;ANTOINE BOURDELLE;28630;LE COUDRAY
DP07209021Z0026-2;2/4;;RUE DE PARIS/ RUE MICHEL B;72160;CONNERRE
DP07209421Z0012-0;;LIEU-;LA VASSOLERIE;72440;COUDRECIEUX
DP07209421Z0012-2;;;LA VASSOLLERIE;72440;COUDRECIEUX
DP07209421Z0013-0;;LIEU-;LA VASSOLERIE;72440;COUDRECIEUX
DP07209421Z0013-2;;LIEU-;LA VASSOLLERIE;72440;COUDRECIEUX
DP07209421Z0017-0;71;RUE;PRINCIPALE;72440;COUDRECIEUX
DP07209421Z0017-2;0071;;RUE PRINCIPALE;72440;COUDRECIEUX
DP07209921Z0004-0;10;RUE;DU CHAMP JACQUET;72290;COURCEBOEUFS
DP07209921Z0004-1;10;RUE;DU CHAMP JACQUET;72290;COURCEBOEUFS
DP07209921Z0004-2;10;RUE;DU CHAMP JACQUET;72290;COURCEBOEUFS
DP07211321Z0018-0;;LIEU-;LA FONTAINE;72550;Degré
DP07211321Z0020-0;;LIEU-;La Chevallerie;72550;Degré
DP07211321Z0020-2;;;LA CHEVALLERIE;72550;DEGRE
DP07211321Z0021-0;;;Le Haut Parillé;72290;Mézières sur Ponthouin
DP07211321Z0021-1;6;RUE;des Nymphéas;72550;Degré
DP07211321Z0021-2;6;RUE;des Nymphéas;72550;DEGRE
DP07211920Z0286-0;;LIEU-;LA PICHONNIÈRE;72240;DOMFRONT-EN-CHAMPAGNE
DP07211920Z0286-2;33;;RUE DU MANS;72240;DOMFRONT EN CHAMPAGNE
DP07211921Z0309-0;;;7 rue DE LA FONTAINE;72240;NEUVILLALAIS
DP07211921Z0309-2;;;LA PETITE LUCAZIERE;72240;DOMFRONT EN CHAMPAGNE
DP07211921Z0311-0;6;RUE;DE LAVARDIN;72240;DOMFRONT-EN-CHAMPAGNE
DP07211921Z0311-2;6;RUE;DE LAVARDIN;72240;DOMFRONT EN CHAMPAGNE
DP07211921Z0313-0;;;7 rue DE CURES;72240;DOMFRONT EN CHAMPAGNE
DP07211921Z0313-2;7;;RUE DE CURES;72240;DOMFRONT EN CHAMPAGNE
DP07211921Z0315-0;8;;LE CHAMP DE LA CROIX;72240;DOMFRONT EN CHAMPAGNE
DP07211921Z0315-2;8;;LE CHAMP DE LA CROIX;72240;DOMFRONT EN CHAMPAGNE
DP07211921Z0316-2;;;LA BROSSERIE;72240;DOMFRONT EN CHAMPAGNE
DP07212421Z0058-0;;;FONTENAILLES;72220;ECOMMOY
DP07212421Z0058-2;;;FONTENAILLE;72220;ECOMMOY
DP07212421Z0061-0;35;ROUTE;DU MANS;72220;ECOMMOY
DP07212421Z0061-2;35;;ROUTE DU MANS;72220;ECOMMOY
DP07212421Z0066-0;2;RUE;MONTE CRISTO;72220;ECOMMOY
DP07212421Z0066-2;2;;RUE MONTE CRISTO;72220;ECOMMOY
DP07212421Z0069-0;;LIEU-;LES PETITES LANDES;72510;CHATEAU L'HERMITAGE
DP07212421Z0069-1;74;AVENU;DU GENERAL DE GAULLE;72000;LE MANS
DP07212421Z0069-2;61;;ROUTE DE TOURS;72220;ECOMMOY
DP07212421Z0070-0;23;RUE;LAUGIER;75017;PARIS
DP07212421Z0070-2;1;;IMPASSE DES GENETS;72220;ECOMMOY
DP07212421Z0072-0;158;AVENU;BOLLEEE;72019;LE MANS
DP07212421Z0072-2;44;;RUE DU MANEGE;72220;ECOMMOY
DP07212421Z0073-0;;LIEU-;LOIRECOPARK;72500;VAAS
DP07212421Z0073-2;;;LE VERGER;72220;ECOMMOY
DP07212421Z0074-0;;;FONTENAILLES;72220;ECOMMOY
DP07212421Z0074-2;;;FONTENAILLE;72220;ECOMMOY
DP07212421Z0075-0;38;RUE;DE LA CHRISTOPHLERE;72220;ECOMMOY
DP07212421Z0075-1;74;AVENU;DU GENERAL DE GAULLE;72000;LE MANS
DP07212421Z0075-2;42;;RUE DE LA CHRISTOPHLERE;72220;ECOMMOY
DP07212421Z0076-0;3;RUE;DES MENESTRIERS;72220;ECOMMOY
DP07212421Z0076-2;3;;RUE DES MENESTRIERS;72220;ECOMMOY
DP07212421Z0077-0;15;RUE;DU 11 NOVEMBRE;72220;SAINT-MARS-D'OUTILLE
DP07212421Z0077-2;;;LE LIZARDIER;72220;ECOMMOY
DP07212421Z0078-0;83;ROUTE;DE TOURS;72220;ECOMMOY
DP07212421Z0078-2;83;;ROUTE DE TOURS;72220;ECOMMOY
DP07212421Z0079-0;17;PLACE;DE LA REPUBLIQUE;72220;ECOMMOY
DP07212421Z0079-2;17;;PLACE DE LA REPUBLIQUE;72220;ECOMMOY
DP07212421Z0080-0;158;AVENU;BOLLEE - CS 81933;72019;LE MANS
DP07212421Z0080-2;19;RUE;DU GENERAL LECLERC;72220;ECOMMOY
DP07212421Z0081-0;19 BI;ROUTE;DES RENAUDES;72230;MONCE EN BELIN
DP07212421Z0081-2;9;;RUE DU DOCTEUR ESTRABAUD;72220;ECOMMOY
DP07212421Z0082-0;;PLACE;DU GENERAL DE GAULLE;72220;ECOMMOY
DP07212421Z0082-2;4;;PLACE DU GENERAL DE GAULLE;72220;ECOMMOY
DP07212421Z0083-0;12;ROUTE;DE TOURS;72220;ECOMMOY
DP07212421Z0083-1;7;RUE;DE BELLE ILE;72190;COULAINES
DP07212421Z0083-2;12;;ROUTE DE TOURS;72220;ECOMMOY
DP07212921Z0011-0;60;CHEMI;des reinettes;72470;Fatines
DP07212921Z0011-2;60;CHEMI;des reinettes;72470;FATINES
DP07212921Z0019-0;2;RUE;Germain Pillon;72000;Le Mans
DP07212921Z0019-2;85;ROUTE;DE LA FROMENTINIERE;72470;FATINES
DP07212921Z0022-0;26;RUE;Des Chênes;72470;Fatines
DP07212921Z0022-2;26;RUE;Des Chênes;72470;FATINES
DP07212921Z0023-0;7;RUE;DE CHAMPAGNE;72470;FATINES
DP07212921Z0023-2;7;;RUE DE CHAMPAGNE;72470;FATINES
DP07213921Z0011-0;99;;RUE DU MOULIN DES LANDES;44980;SAINTE LUCE SUR LOIRE
DP07213921Z0011-2;4;;RUE DU MOULIN NEUF;72610;FYE
DP07213921Z0012-0;1;;Les Aigrefins;72610;FYE
DP07213921Z0012-2;;;AIGREFIN;72610;FYE
DP07213921Z0013-0;6bis;;Rue Charles Perrault;72610;FYE
DP07213921Z0013-2;6bis;;Rue Charles Perrault;72610;FYE
DP07213921Z0014-2;;;LE BOULAY;72610;FYE
DP07214321Z0023-0;5;IMPAS;des Farineaux;72150;LE GRAND-LUCÉ
DP07214321Z0023-2;5;;IMPASSE DES FARINEAUX;72150;LE GRAND LUCE
DP07214321Z0025-0;6;RUE;SAINT-ANNE;72150;LE GRAND-LUCÉ
DP07214321Z0025-2;6;;RUE SAINTE ANNE;72150;LE GRAND LUCE
DP07214321Z0030-0;3;;Rue des Jardins;72150;LE GRAND-LUCE
DP07214321Z0030-2;3;;RUE DES JARDINS;72150;LE GRAND LUCE
DP07214321Z0033-0;3;CHEMI;de la Herse;72150;LE GRAND LUCE
DP07214321Z0033-2;;;LE BOIS DES BOULAS;72150;LE GRAND LUCE
DP07214321Z0034-0;1552;;Route du Courbray;72150;LE GRAND-LUCE
DP07214321Z0034-2;;;LA PETITE NOUE;72150;LE GRAND LUCE
DP07214321Z0036-0;30;;RUE SAINT-VINCENT;72150;LE GRAND-LUCE
DP07214321Z0036-2;30;;Rue Saint Vincent;72150;LE GRAND LUCE
DP07214321Z0037-0;;;Le carrefour;72220;MARIGNE LAILLE
DP07214321Z0037-2;33;;Rue du Pavois;72150;LE GRAND LUCE
DP07214521Z0007-0;;;350 CHEM de paisy  Le Tron;69760;LIMONEST
DP07214521Z0007-2;;;LE CHALET DU ROCHER;72140;LE GREZ
DP07214521Z0008-0;26;ROUTE;D'HANTENAISE;72140;LE GREZ
DP07214521Z0008-2;26;;ROUTE D HANTENAISE;72140;LE GREZ
DP07214721Z0016-0;39;RUE;Principale;72380;LA GUIERCHE
DP07214721Z0016-2;39;RUE;Principale;72380;LA GUIERCHE
DP07214721Z0025-0;16;RUE;des Chênes;72380;LA GUIERCHE
DP07214721Z0025-2;16;RUE;des Chênes;72380;LA GUIERCHE
DP07214721Z0031-0;67;RUE;Principale;72380;LA GUIERCHE
DP07214721Z0031-2;;;Pré du Bourg Neuf;72380;LA GUIERCHE
DP07214721Z0032-0;32 Bi;RUE;du Mans;72380;LA GUIERCHE
DP07214721Z0032-2;32Bis;RUE;Rue du Mans;72380;LA GUIERCHE
DP07214721Z0033-0;10;RUE;de l'Epine;72380;LA GUIERCHE
DP07214721Z0033-2;10;RUE;de l'Epine;72380;LA GUIERCHE
DP07215021Z0024-0;47;ROUTE;des Chapuisières;72380;JOUE L'ABBE
DP07215021Z0024-2;47;ROUTE;des Chapuisières;72380;JOUE L ABBE
DP07215021Z0025-0;9;ROUTE;de Montreuil;72380;JOUE L'ABBE
DP07215021Z0025-2;9;ROUTE;de Montreuil;72380;JOUE L ABBE
DP07215521Z0036-0;4;PLACE;DE LA CHANTERIE;72220;LAIGNE EN BELIN
DP07215521Z0036-2;;;L ANGLICHERIE;72220;LAIGNE EN BELIN
DP07215521Z0042-0;10;ROUTE;DES SAULES;72220;LAIGNE EN BELIN
DP07215521Z0042-2;;;LE PATIS;72220;LAIGNE EN BELIN
DP07215521Z0043-0;12;RUE;DE LA COUDRAIE;72220;LAIGNE EN BELIN
DP07215521Z0043-2;12;;RUE DE LA COUDRAIE;72220;LAIGNE EN BELIN
DP07215521Z0044-0;56;RUE;HENRY ROQUET;72220;LAIGNE EN BELIN
DP07215521Z0044-2;56;;RUE HENRY ROQUET;72220;LAIGNE EN BELIN
DP07215521Z0045-0;12;BOULE;LEPRINCE RINGUET;72000;LE MANS
DP07215521Z0045-2;35;;RUE HENRY ROQUET;72220;LAIGNE EN BELIN
DP07215521Z0046-0;43;RUE;DU COMTE;72220;LAIGNE EN BELIN
DP07215521Z0046-2;43;;RUE DU COMTE;72220;LAIGNE EN BELIN
DP07215521Z0047-0;56;RUE;HENRY ROQUET;72220;LAIGNE EN BELIN
DP07215521Z0047-2;56;;RUE HENRY ROQUET;72220;LAIGNE EN BELIN
DP07215521Z0048-0;50 B;RUE;HENRY ROQUET;72220;LAIGNE EN BELIN
DP07215521Z0048-2;50;;RUE HENRY ROQUET;72220;LAIGNE EN BELIN
DP07215521Z0049-0;53;ROUTE;DE LA FUIE;72220;LAIGNE EN BELIN
DP07215521Z0049-2;53;;ROUTE DE LA FUIE;72220;LAIGNE EN BELIN
DP07216521Z0026-0;1052;ROUTE;DE BEILLE;72450;LOMBRON
DP07216521Z0026-2;1052;ROUTE;DE BEILLE;72450;LOMBRON
DP07216521Z0027-0;192;CHEMI;DE MEZIERES;72450;LOMBRON
DP07216521Z0027-2;192;CHEMI;de MEZIERES;72450;LOMBRON
DP07216521Z0028-0;22;RUE;FRANÇOIS MONIER;72100;LE MANS
DP07216521Z0028-2;;;LA MANIERE;72450;LOMBRON
DP07216521Z0029-0;;;CELLE ST CLOUD LA, 26 RES;78170;CELLE-SAINT-CLOUD (LA)
DP07216521Z0029-2;1463;;ROUTE DE TORCE;72450;LOMBRON
DP07216521Z0031-0;3;RESID;DES PLANTES;72450;LOMBRON
DP07216521Z0031-2;;;RESIDENCE DES PLANTES;72450;LOMBRON
