id;numvoie;typevoie;libvoie;cp;commune;result_housenumber;result_name;result_postcode;result_city;latitude;longitude;result_score
DP07220521Z0033-0;8;;Allée du Parc;72380;MONTBIZOT;8;Allée du Parc;72380;Montbizot;48.151581;0.179502;0.95
DP07220521Z0033-2;8;;Allée du Parc;72380;MONTBIZOT;8;Allée du Parc;72380;Montbizot;48.151581;0.179502;0.95
DP07221220Z0011-0;;;1 RES du Stade 72130 Mouli;72130;MOULINS LE CARBONNEL;1;Résidence du Stade;72130;Moulins-le-Carbonnel;48.372895;-0.029772;0.71
DP07221220Z0011-2;1;RESID;DU STADE;72130;MOULINS LE CARBONNEL;1;Résidence du Stade;72130;Moulins-le-Carbonnel;48.372895;-0.029772;0.82
DP07221221Z0013-0;;;18 rue DES METIERS BATTANT;72130;MOULINS LE CARBONNEL;18;Rue des Métiers Battants;72130;Moulins-le-Carbonnel;48.373782;-0.024343;0.89
DP07221221Z0013-2;18;;RUE DES METIERS BATTANTS;72130;MOULINS LE CARBONNEL;18;Rue des Métiers Battants;72130;Moulins-le-Carbonnel;48.373782;-0.024343;0.95
DP07221221Z0014-0;5;RUE;DES METIERS BATTANTS;72130;MOULINS LE CARBONNEL;5;Rue des Métiers Battants;72130;Moulins-le-Carbonnel;48.373535;-0.024452;0.95
DP07221221Z0014-2;5;;RUE DES METIERS BATTANTS;72130;MOULINS LE CARBONNEL;5;Rue des Métiers Battants;72130;Moulins-le-Carbonnel;48.373535;-0.024452;0.95
DP07221721Z0037-0;;;LE REFAY;72190;NEUVILLE SUR SARTHE;;Impasse de Refay;72190;Neuville-sur-Sarthe;48.080994;0.200087;0.7
DP07221721Z0037-2;;;REFAY;72190;NEUVILLE SUR SARTHE;;Impasse de Refay;72190;Neuville-sur-Sarthe;48.080994;0.200087;0.67
DP07221721Z0040-0;48;RUE;PRINCIPALE;72190;NEUVILLE SUR SARTHE;48;Rue Principale;72190;Neuville-sur-Sarthe;48.070996;0.225271;0.96
DP07221721Z0040-2;0048;RUE;RUE PRINCIPALE;72190;NEUVILLE SUR SARTHE;48;Rue Principale;72190;Neuville-sur-Sarthe;48.070996;0.225271;0.83
DP07221721Z0042-0;;LIEU-;LA PETITE PERRAUDIERE;72190;NEUVILLE SUR SARTHE;;La Petite Galicherie;72190;Neuville-sur-Sarthe;48.070043;0.22168;0.59
DP07221721Z0042-2;;LIEU-;LA PETITE PERAUDIERE;72190;NEUVILLE SUR SARTHE;;La Petite Galicherie;72190;Neuville-sur-Sarthe;48.070043;0.22168;0.61
DP07221721Z0043-0;11;IMPAS;IMPASSE DU LAVOIR;72190;Neuville-sur-Sarthe;11;Impasse du Lavoir;72190;Neuville-sur-Sarthe;48.074779;0.22253;0.83
DP07221721Z0044-0;;;ZA LA VOLLERIE;72440;BOULOIRE;;La Vollerie;72440;Bouloire;47.978949;0.536695;0.82
DP07221721Z0044-2;25 bi;RUE;de l'Acône;72190;NEUVILLE SUR SARTHE;25;Rue de l’Acône;72190;Neuville-sur-Sarthe;48.074102;0.219415;0.89
DP07221721Z0045-0;15;RUE;DE LA RIVIERE;72190;NEUVILLE SUR SARTHE;15;Rue de la Rivière;72190;Neuville-sur-Sarthe;48.077281;0.190317;0.96
DP07221721Z0045-2;15;RUE;DE LA RIVIERE;72190;NEUVILLE SUR SARTHE;15;Rue de la Rivière;72190;Neuville-sur-Sarthe;48.077281;0.190317;0.96
DP07221920Z0008-0;3;;Saint Julien;72240;Bernay-Neuvy-en-Champagne;3;Saint Julien;72240;Bernay-Neuvy-en-Champagne;48.056656;-0.006873;0.94
DP07221920Z0008-2;;;3 SAINT JULIEN;72240;BERNAY NEUVY EN CHAMPAGNE;3;Saint Julien;72240;Bernay-Neuvy-en-Champagne;48.056656;-0.006873;0.94
DP07221921Z0010-0;13;RUE;PRINCIPALE;72240;CURES;13;Rue Principale;72240;Cures;48.100511;-0.005227;0.95
DP07221921Z0010-1;13;RUE;PRINCIPALE;72240;CURES;13;Rue Principale;72240;Cures;48.100511;-0.005227;0.95
DP07221921Z0010-2;840;CHEMI;DES BOURLERIES;72240;BERNAY NEUVY EN CHAMPAGNE;;Chemin de Busson;72240;Bernay-Neuvy-en-Champagne;48.082551;-0.040702;0.53
DP07222521Z0017-0;14;RUE;des Champs Roux;72610;Oisseau le Petit;14;Rue des Champs Roux;72610;Oisseau-le-Petit;48.350652;0.090039;0.95
DP07222521Z0017-2;14;RUE;des Champs Roux;72610;OISSEAU LE PETIT;14;Rue des Champs Roux;72610;Oisseau-le-Petit;48.350652;0.090039;0.95
DP07222521Z0018-0;2;RUE;CHAMP VERETTE;72610;OISSEAU LE PETIT;2;Champ Verette;72610;Oisseau-le-Petit;48.345807;0.079185;0.83
DP07222521Z0018-2;2;RUE;CHAMP VERETTE;72610;OISSEAU LE PETIT;2;Champ Verette;72610;Oisseau-le-Petit;48.345807;0.079185;0.83
DP07222521Z0019-0;68;RUE;Saint Sabin;75011;PARIS;68;Rue Saint-Sabin;75011;Paris;48.859642;2.36854;0.98
DP07222521Z0019-2;8;RUE;du Verger;72610;OISSEAU LE PETIT;8;Rue du Verger;72610;Oisseau-le-Petit;48.347953;0.084814;0.95
DP07222521Z0020-0;23;RUE;DES CHAMPS ROUX;72610;OISSEAU LE PETIT;23;Rue des Champs Roux;72610;Oisseau-le-Petit;48.351675;0.089733;0.95
DP07222521Z0020-2;23;RUE;DES CHAMPS ROUX;72610;OISSEAU LE PETIT;23;Rue des Champs Roux;72610;Oisseau-le-Petit;48.351675;0.089733;0.95
DP07223121Z0001-0;120;CHEMI;DE CORLEVE;72250;PARIGNE L'EVEQUE;;Chemin de Corleve;72250;Parigné-l'Évêque;47.940758;0.363698;0.78
DP07223121Z0001-2;120;;CHEMIN DE CORLEVE;72250;PARIGNE L'EVEQUE;;Chemin de Corleve;72250;Parigné-l'Évêque;47.940758;0.363698;0.85
DP07223121Z0022-0;56;AVENU;DU DOCTEUR GALLOUEDECE;72250;PARIGNE L'EVEQUE;56;Avenue du Docteur Gallouëdec;72250;Parigné-l'Évêque;47.933754;0.365774;0.89
DP07223121Z0022-2;56;;AVENUE DU DOCTEUR GALLOUED;72250;PARIGNE L'EVEQUE;56;Avenue du Docteur Gallouëdec;72250;Parigné-l'Évêque;47.933754;0.365774;0.89
DP07223121Z0050-0;3;ALLEE;DU CORMIER;72250;PARIGNE L'EVEQUE;3;Allée du Poirier;72250;Parigné-l'Évêque;47.941556;0.35163;0.72
DP07223121Z0050-2;3;;ALLEE DU CORMIER;72250;PARIGNE L'EVEQUE;3;Allée du Poirier;72250;Parigné-l'Évêque;47.941556;0.35163;0.72
DP07223121Z0063-0;11;AVENU;DE L'HOMMELAIE;37170;CHAMBRAY-LES-TOURS;11;Avenue de l’Hommelaie;37170;Chambray-lès-Tours;47.331361;0.718574;0.9
DP07223121Z0063-2;6;;PLACE DU 11 NOVEMBRE 1918;72250;PARIGNE L'EVEQUE;6;Place du 11 Novembre 1918;72250;Parigné-l'Évêque;47.937311;0.366059;0.95
DP07223121Z0077-0;16;RUE;DES CHARMES;72100;LE MANS;16;Rue des Charmes;72100;Le Mans;47.987793;0.200908;0.98
DP07223121Z0077-2;24;RUE;FERNAND CRAPEZ;72250;PARIGNE L'EVEQUE;24;Rue Fernand Crapez;72250;Parigné-l'Évêque;47.938514;0.358438;0.96
DP07223121Z0079-0;97;;LE TAILLIS;72250;PARIGNE L'EVEQUE;97;Allée du Taillis;72250;Parigné-l'Évêque;47.935537;0.359511;0.76
DP07223121Z0079-2;97;;LE TAILLIS;72250;PARIGNE L'EVEQUE;97;Allée du Taillis;72250;Parigné-l'Évêque;47.935537;0.359511;0.76
DP07223121Z0082-0;15;ALLEE;DES MANDOLINES;72250;PARIGNE L'EVEQUE;15;Allée des Mandolines;72250;Parigné-l'Évêque;47.933454;0.350874;0.96
DP07223121Z0082-2;15;;ALLÉE DES MANDOLINES;72250;PARIGNE L'EVEQUE;15;Allée des Mandolines;72250;Parigné-l'Évêque;47.933454;0.350874;0.96
DP07223121Z0084-0;5;RUE;Montoise;72000;;5;Rue Montoise;72000;Le Mans;48.007796;0.189095;0.98
DP07223121Z0084-2;14;IMPAS;du Pissot;72250;PARIGNE L'EVEQUE;14;Impasse du Pissot;72250;Parigné-l'Évêque;47.940213;0.35708;0.85
DP07223121Z0085-0;8;CHEMI;du Moulin de la Bruyère;72250;;8;Chemin du Moulin de la Bruyère;72250;Challes;47.928472;0.412547;0.87
DP07223121Z0085-1;8;CHEMI;du Moulin de la Bruyère;72250;;8;Chemin du Moulin de la Bruyère;72250;Challes;47.928472;0.412547;0.87
DP07223121Z0085-2;;LIEU-;LES GRANGES;72250;PARIGNE L'EVEQUE;;Lieu Dit les Guettes;72250;Parigné-l'Évêque;47.950934;0.348439;0.65
DP07223121Z0086-0;26;ALLEE;des Fifres;72250;Parigné-L'Evêque;26;Allee des Fifres;72250;Parigné-l'Évêque;47.932915;0.348226;0.96
DP07223121Z0086-2;26;ALLEE;des Fifres;72250;PARIGNE L'EVEQUE;26;Allee des Fifres;72250;Parigné-l'Évêque;47.932915;0.348226;0.96
DP07223121Z0087-0;627;;LES GUETTES;72250;PARIGNE L'EVEQUE;627;Lieu Dit les Guettes;72250;Parigné-l'Évêque;47.950924;0.347264;0.76
DP07223121Z0087-2;627;;LES GUETTES;72250;PARIGNE L'EVEQUE;627;Lieu Dit les Guettes;72250;Parigné-l'Évêque;47.950924;0.347264;0.76
DP07223121Z0088-0;;;LE CHAMP DU BOIS;72250;PARIGNE L'EVEQUE;;Le Champ du Bois;72250;Parigné-l'Évêque;47.945476;0.363728;0.95
DP07223121Z0088-2;11;;RUE MARIE CURIE;72250;PARIGNE L'EVEQUE;11;Rue Marie Curie;72250;Parigné-l'Évêque;47.939046;0.363616;0.96
DP07223121Z0089-0;3;ALLEE;DU CORMIER;72250;PARIGNE L'EVEQUE;3;Allée du Poirier;72250;Parigné-l'Évêque;47.941556;0.35163;0.72
DP07223121Z0089-2;3;ALLEE;DU CORMIER;72250;PARIGNE L'EVEQUE;3;Allée du Poirier;72250;Parigné-l'Évêque;47.941556;0.35163;0.72
DP07223121Z0090-0;155;;LA PETITE JOUANNETERIE;72250;PARIGNE L'EVEQUE;;Cité de la Morinière;72250;Parigné-l'Évêque;47.935307;0.361723;0.5
DP07223121Z0090-2;;;LA SAPINIERE DE LA CHICOTT;72250;PARIGNE L'EVEQUE;;La Sapiniere de la Claie;72250;Parigné-l'Évêque;47.904695;0.372541;0.71
DP07223121Z0091-0;9;ALLEE;DES HOUX;72250;PARIGNE L'EVEQUE;9;Allee des Houx;72250;Parigné-l'Évêque;47.92229;0.36997;0.95
DP07223121Z0091-2;9;;ALLÉE DES HOUX;72250;PARIGNE L'EVEQUE;9;Allee des Houx;72250;Parigné-l'Évêque;47.92229;0.36997;0.95
DP07223121Z0092-0;262;ROUTE;des LAIRES;72250;PARIGNE L'EVEQUE;262;Route des Laires;72250;Parigné-l'Évêque;47.936373;0.370923;0.96
DP07223121Z0092-2;262;;ROUTE DES LAIRES;72250;PARIGNE L'EVEQUE;262;Route des Laires;72250;Parigné-l'Évêque;47.936373;0.370923;0.96
DP07223121Z0093-0;158;ROUTE;DE MOIRE;72250;PARIGNE L'EVEQUE;158;Route de Moiré;72250;Parigné-l'Évêque;47.929756;0.37483;0.96
DP07223121Z0093-2;158;;ROUTE DE MOIRE;72250;PARIGNE L'EVEQUE;158;Route de Moiré;72250;Parigné-l'Évêque;47.929756;0.37483;0.96
DP07223121Z0094-0;11 BI;RUE;FELIX POYEZ;77000;MELUN;11;Rue Félix Poyez;77000;Melun;48.533553;2.649303;0.86
DP07223121Z0094-2;14;;RUE DES NOYERS;72250;PARIGNE L'EVEQUE;14;Rue des Noyers;72250;Parigné-l'Évêque;47.939988;0.351972;0.96
DP07223121Z0095-0;;PLACE;DU 11 NOVEMBRE 1918;72250;PARIGNE L'EVEQUE;;Place du 11 Novembre 1918;72250;Parigné-l'Évêque;47.937517;0.36605;0.95
DP07223121Z0095-2;2;;RUE DES ECOLES;72250;PARIGNE L'EVEQUE;2;Rue des Ecoles;72250;Parigné-l'Évêque;47.93642;0.362282;0.96
DP07223121Z0096-0;9;RUE;DES FRERES LUMIERES;72650;LA CHAPELLE-SAINT-AUBIN;9;Rue des Frères Lumière;72650;La Chapelle-Saint-Aubin;48.025033;0.175024;0.9
DP07223121Z0096-2;333;;LE RUISSEAU;72250;PARIGNE L'EVEQUE;;Le Patis;72250;Parigné-l'Évêque;47.943097;0.335289;0.53
DP07223121Z0097-0;2A;RUE;DE L'HUILERIE;72250;PARIGNE L'EVEQUE;2a;Rue de l’Huilerie;72250;Parigné-l'Évêque;47.938357;0.352639;0.96
DP07223121Z0097-2;2 A;;RUE DE L'HUILERIE;72250;PARIGNE L'EVEQUE;2a;Rue de l’Huilerie;72250;Parigné-l'Évêque;47.938357;0.352639;0.88
DP07223121Z0098-0;;;LE GRAND ROUGE BEC;72231;PARIGNE L'EVEQUE;;;;;;;
DP07223121Z0098-2;;;LE GRAND ROUGEBEC;72250;PARIGNE L'EVEQUE;;Le Grand Rougebec;72250;Parigné-l'Évêque;47.958405;0.346513;0.95
DP07223121Z0099-0;44;RUE;FERNAND CRAPEZ;72250;PARIGNE L'EVEQUE;44;Rue Fernand Crapez;72250;Parigné-l'Évêque;47.93779;0.353249;0.96
DP07223121Z0099-2;44;;RUE FERNAND CRAPEZ;72250;PARIGNE L'EVEQUE;44;Rue Fernand Crapez;72250;Parigné-l'Évêque;47.93779;0.353249;0.96
DP07223421Z0085-0;10;LIEU-;VAL DE PIERRE;72140;PEZE LE ROBERT;10;Lieu Dit le Val de Pierre;72140;Pezé-le-Robert;48.193344;-0.014536;0.79
DP07223421Z0085-2;10;ROUTE;DU RUISSEAU;72140;PEZE LE ROBERT;10;Route du Ruisseau;72140;Pezé-le-Robert;48.195078;-0.019536;0.94
DP07224120Z0037-0;;;1 avenue DE LA GARE;72450;MONTFORT LE GESNOIS;1;Avenue de la Gare;72450;Montfort-le-Gesnois;48.047517;0.403566;0.95
DP07224120Z0037-2;1;;AVENUE DE LA GARE;72450;MONTFORT-LE-GESNOIS;1;Avenue de la Gare;72450;Montfort-le-Gesnois;48.047517;0.403566;0.95
DP07224121Z0014-0;29;;RUE DE TORCE;72450;LOMRBON;29;Rue de Torcé;72450;Lombron;48.07998;0.416408;0.74
DP07224121Z0014-2;5;;RUE DU PATIS;72450;MONTFORT-LE-GESNOIS;5;Rue du Pâtis;72450;Montfort-le-Gesnois;48.048775;0.403652;0.95
DP07224121Z0051-0;27;;ROUTE DE LOMBRON;72450;MONTFORT LE GESNOIS;27;Route de Lombron;72450;Montfort-le-Gesnois;48.056374;0.419002;0.96
DP07224121Z0051-1;27;;ROUTE DE LOMBRON;72450;MONTFORT LE GESNOIS;27;Route de Lombron;72450;Montfort-le-Gesnois;48.056374;0.419002;0.96
DP07224121Z0051-2;27;;ROUTE DE LOMBRON;72450;MONTFORT-LE-GESNOIS;27;Route de Lombron;72450;Montfort-le-Gesnois;48.056374;0.419002;0.96
DP07224121Z0054-0;8;;ROUTE DE FATINES;72450;MONTFORT LE GESNOIS;8;Route de Fatines;72450;Montfort-le-Gesnois;48.051135;0.393632;0.96
DP07224121Z0054-2;8;;ROUTE DE FATINES;72450;MONTFORT-LE-GESNOIS;8;Route de Fatines;72450;Montfort-le-Gesnois;48.051135;0.393632;0.96
DP07224121Z0056-2;31;;AVENUE DE LA LIBERATION;72450;MONTFORT-LE-GESNOIS;31;Avenue de la Libération;72450;Montfort-le-Gesnois;48.050213;0.400878;0.96
DP07224121Z0057-0;;;7 B rue DE MONTMEDY;72450;MONTFORT LE GESNOIS;7bis;Rue de Montmédy;72450;Montfort-le-Gesnois;48.049602;0.413229;0.86
DP07224121Z0057-2;7 BIS;;RUE DE MONTMEDY;72450;MONTFORT-LE-GESNOIS;7bis;Rue de Montmédy;72450;Montfort-le-Gesnois;48.049602;0.413229;0.89
DP07224121Z0058-0;;;LES FROGERIES;72450;MONTFORT LE GESNOIS;;Les Roussieres;72450;Montfort-le-Gesnois;48.052938;0.432253;0.68
DP07224121Z0058-2;;;LES FROGERIES;72450;MONTFORT-LE-GESNOIS;;Les Roussieres;72450;Montfort-le-Gesnois;48.052938;0.432253;0.68
DP07224121Z0060-2;12;;RUE DU CHAMP DE FOIRE;72450;MONTFORT-LE-GESNOIS;12;Rue du Champ de Foire;72450;Montfort-le-Gesnois;48.048868;0.416623;0.95
DP07224121Z0061-0;2;;RUE TRAVERSIERE;72450;MONTFORT LE GESNOIS;2;Rue Traversière;72450;Montfort-le-Gesnois;48.050174;0.400327;0.94
DP07224121Z0061-2;2;;RUE TRAVERSIERE;72450;MONTFORT-LE-GESNOIS;2;Rue Traversière;72450;Montfort-le-Gesnois;48.050174;0.400327;0.94
DP07224121Z0062-0;;;99 route DE CONNERRE;72450;MONTFORT LE GESNOIS;99;Route de Connérré;72450;Montfort-le-Gesnois;48.055052;0.439895;0.96
DP07224121Z0062-2;99;;ROUTE DE CONNERRE;72450;MONTFORT-LE-GESNOIS;99;Route de Connérré;72450;Montfort-le-Gesnois;48.055052;0.439895;0.96
DP07224121Z0063-0;;;LA SAPINIERE DU TRONCHET;72450;MONTFORT LE GESNOIS;;Sapiniere du Tronchet;72450;Montfort-le-Gesnois;48.074671;0.412902;0.88
DP07224121Z0063-2;;;LA SAPINIERE DU TRONCHET;72450;MONTFORT LE GESNOIS;;Sapiniere du Tronchet;72450;Montfort-le-Gesnois;48.074671;0.412902;0.88
DP07224121Z0064-0;10;;GRANDE RUE;72450;MONTFORT LE GESNOIS;10;Grande Rue;72450;Montfort-le-Gesnois;48.048517;0.403309;0.96
DP07224121Z0064-2;10;;GRANDE RUE;72450;MONTFORT-LE-GESNOIS;10;Grande Rue;72450;Montfort-le-Gesnois;48.048517;0.403309;0.96
DP07224921Z0011-0;;;Les Aulnaies;72550;LA QUINTE;;Le Haut Aulnaie;72550;La Quinte;48.0695;0.030697;0.58
DP07224921Z0011-2;;;LES AULNAIES;72550;LA QUINTE;;Le Haut Aulnaie;72550;La Quinte;48.0695;0.030697;0.58
DP07224921Z0015-0;51;RUE;PRINCIPALE;72550;LA QUINTE;51;Rue Principale;72550;La Quinte;48.060806;0.034253;0.95
DP07224921Z0015-1;51;RUE;PRINCIPALE;72550;LA QUINTE;51;Rue Principale;72550;La Quinte;48.060806;0.034253;0.95
DP07224921Z0015-2;51;;RUE PRINCIPALE;72550;LA QUINTE;51;Rue Principale;72550;La Quinte;48.060806;0.034253;0.95
DP07224921Z0016-0;2;RUE;DE L'ECLECHE;72550;LA QUINTE;2;Rue de l’Eclèche;72550;La Quinte;48.057166;0.042234;0.95
DP07224921Z0016-2;2;;RUE DE L ECLECHE;72550;LA QUINTE;2;Rue de l’Eclèche;72550;La Quinte;48.057166;0.042234;0.95
DP07225421Z0001-2;2;;RUE DE LA DIVISION LECLERC;72610;ROUESSE FONTAINE;2;Rue de la Division Leclerc;72610;Rouessé-Fontaine;48.322018;0.150112;0.94
DP07226821Z0019-0;3;ROUTE;De Chardonneux;72220;SAINT BIEZ EN BELIN;3;Route de Chardonneux;72220;Saint-Biez-en-Belin;47.821506;0.239139;0.95
DP07226821Z0019-2;3;ROUTE;De Chardonneux;72220;SAINT BIEZ EN BELIN;3;Route de Chardonneux;72220;Saint-Biez-en-Belin;47.821506;0.239139;0.95
DP07226821Z0021-2;;;CHEMIN DU LORET;72220;SAINT BIEZ EN BELIN;;Le Petit Loret;72220;Saint-Biez-en-Belin;47.827895;0.225782;0.57
DP07226821Z0022-0;;;3 Impasse Jupiter;72220;SAINT BIEZ EN BELIN;3;Impasse Jupiter;72220;Saint-Biez-en-Belin;47.823934;0.237903;0.94
DP07226821Z0022-1;3;IMPAS;Jupiter;72220;SAINT BIEZ EN BELIN;3;Impasse Jupiter;72220;Saint-Biez-en-Belin;47.823934;0.237903;0.84
DP07226821Z0022-2;3;IMPAS;Jupiter;72220;SAINT BIEZ EN BELIN;3;Impasse Jupiter;72220;Saint-Biez-en-Belin;47.823934;0.237903;0.84
DP07227121Z0006-0;15;RUE;Principale;72110;saint celerin;15;Rue Principale;72110;Saint-Célerin;48.123564;0.431853;0.95
DP07227121Z0006-2;15;;RUE PRINCIPALE;72110;SAINT CELERIN LE GERE;15;Rue Principale;72110;Saint-Célerin;48.123564;0.431853;0.76
DP07227121Z0007-0;15;RUE;Principale;72110;Saint Celerin;15;Rue Principale;72110;Saint-Célerin;48.123564;0.431853;0.95
DP07227121Z0007-2;15;;RUE PRINCIPALE;72110;SAINT CELERIN LE GERE;15;Rue Principale;72110;Saint-Célerin;48.123564;0.431853;0.76
DP07227121Z0009-0;;;7 route DU CALVAIRE;72110;SAINT CELERIN;7;Route du Calvaire;72110;Saint-Célerin;48.126174;0.426647;0.95
DP07227121Z0009-2;7;;ROUTE DU CALVAIRE;72110;SAINT CELERIN LE GERE;7;Route du Calvaire;72110;Saint-Célerin;48.126174;0.426647;0.77
DP07227121Z0020-0;34;RUE;Principale;72110;saint célerin;34;Rue Principale;72110;Saint-Célerin;48.12397;0.433145;0.95
DP07227121Z0020-2;34;RUE;Principale;72110;SAINT CELERIN LE GERE;34;Rue Principale;72110;Saint-Célerin;48.12397;0.433145;0.76
DP07227121Z0021-0;5;RUE;de l'Arche;72110;Saint-Célerin;5;Rue de l’Arche;72110;Saint-Célerin;48.121881;0.429975;0.94
DP07227121Z0021-2;5;;RUE DE L ARCHE;72110;SAINT CELERIN LE GERE;5;Rue de l’Arche;72110;Saint-Célerin;48.121881;0.429975;0.75
DP07227121Z0022-0;;;755 Route de SIllé;72110;SAINT CELERIN;;Route de Sille;72110;Saint-Célerin;48.11863;0.427943;0.82
DP07227121Z0022-2;755;;ROUTE DE SILLE LE PHILIPPE;72110;SAINT CELERIN LE GERE;755;Route de Sille le Philippe;72110;Saint-Célerin;48.117734;0.425203;0.81
DP07227121Z0023-0;401;ROUTE;de Sillé;72110;saint celerin;;Route de Sille;72110;Saint-Célerin;48.11863;0.427943;0.82
DP07227121Z0023-2;401;;ROUTE DE SILLE LE PHILIPPE;72110;SAINT CELERIN LE GERE;401;Route de Sille le Philippe;72110;Saint-Célerin;48.119734;0.428524;0.81
DP07227121Z0024-0;755;ROUTE;de Sillé;72110;SAINT CELERIN;;Route de Sille;72110;Saint-Célerin;48.11863;0.427943;0.82
DP07227121Z0024-2;755;ROUTE;de Sillé;72110;SAINT CELERIN LE GERE;755;Route de Sille le Philippe;72110;Saint-Célerin;48.117734;0.425203;0.69
DP07227121Z0025-2;7;;RUE DE BONNETABLE;72110;SAINT CELERIN LE GERE;7;Rue de Bonnétable;72110;Saint-Célerin;48.125487;0.432333;0.77
DP07227521Z0017-0;26;RUE;CLOS DE LA VIGNE;72460;SAINT-CORNEILLE;26;Rue du Clos de la Vigne;72460;Saint-Corneille;48.063699;0.343438;0.88
DP07227521Z0017-2;26;RUE;CLOS DE LA VIGNE;72460;SAINT-CORNEILLE;26;Rue du Clos de la Vigne;72460;Saint-Corneille;48.063699;0.343438;0.88
DP07227521Z0018-0;11;CHEMI;DU PETIT PRESBYTÈRE;72460;SAINT-CORNEILLE;11;Chemin du Petit Presbytère;72460;Saint-Corneille;48.068504;0.339405;0.88
DP07227521Z0018-2;11;CHEMI;DU PETIT PRESBYTÈRE;72460;SAINT-CORNEILLE;11;Chemin du Petit Presbytère;72460;Saint-Corneille;48.068504;0.339405;0.88
DP07227521Z0019-0;3;ALLEE;DES ACACIAS;72460;SAINT-CORNEILLE;3;Allée des Acacias;72460;Saint-Corneille;48.06887;0.341436;0.95
DP07227521Z0019-2;3;ALLEE;DES ACACIAS;72460;SAINT-CORNEILLE;3;Allée des Acacias;72460;Saint-Corneille;48.06887;0.341436;0.95
DP07227521Z0020-0;23;CHEMI;DES MARAIS;72460;SAINT-CORNEILLE;23;Chemin des Marais;72460;Saint-Corneille;48.075571;0.346244;0.88
DP07227521Z0020-2;23;CHEMI;DES MARAIS;72460;SAINT-CORNEILLE;23;Chemin des Marais;72460;Saint-Corneille;48.075571;0.346244;0.88
DP07227521Z0021-0;21;RUE;DES IRIS;72460;SAINT-CORNEILLE;21;Rue des Iris;72460;Saint-Corneille;48.070339;0.341835;0.95
DP07227521Z0021-2;21;RUE;DES IRIS;72460;SAINT-CORNEILLE;21;Rue des Iris;72460;Saint-Corneille;48.070339;0.341835;0.95
DP07227521Z0022-0;13;RUE;RUE DES SABLONS;72460;SAINT-CORNEILLE;13;Rue des Sablons;72460;Saint-Corneille;48.069029;0.343798;0.86
DP07227521Z0022-1;;;ZA LE PATIS;72400;LA FERTE BERNARD;;;;;;;
DP07227521Z0022-2;13;;RUE DES SABLONS;72460;SAINT-CORNEILLE;13;Rue des Sablons;72460;Saint-Corneille;48.069029;0.343798;0.95
DP07227521Z0023-0;29;CHEMI;29 CHEMIN DE NUYET;72460;SAVIGNE L EVEQUE;29;Chemin de Nuyet;72460;Savigné-l'Évêque;48.086749;0.28881;0.77
DP07227521Z0023-2;27;;RUE DES SABLONS;72460;SAINT-CORNEILLE;;Rue des Sablons;72460;Saint-Corneille;48.070532;0.344083;0.87
DP07227521Z0024-0;2104;ROUTE;DE LA CLAIRICIÈRE;72460;SAINT-CORNEILLE;;Route de Plaisance;72460;Saint-Corneille;48.075707;0.345153;0.51
DP07227521Z0024-2;2104;ROUTE;DE LA CLAIRICIÈRE;72460;SAINT-CORNEILLE;;Route de Plaisance;72460;Saint-Corneille;48.075707;0.345153;0.51
DP07227521Z0025-0;7;;ROUTE DE PLAISANCE;72460;SAINT-CORNEILLE;7;Route de Plaisance;72460;Saint-Corneille;48.075559;0.344804;0.95
DP07227521Z0025-1;154;;ROUTE DES MOLLIERES;72460;SAINT CORNEILLE;154;Route des Mollieres;72460;Saint-Corneille;48.076309;0.342982;0.95
DP07227521Z0025-2;7;;ROUTE DE PLAISANCE;72460;SAINT-CORNEILLE;7;Route de Plaisance;72460;Saint-Corneille;48.075559;0.344804;0.95
DP07228221Z0004-0;;;LA RIVIERE;72130;SAINT GEORGES LE GAULTIER;;Pierre Plate;72130;Saint-Georges-le-Gaultier;48.289955;-0.099874;0.68
DP07228221Z0004-2;;;LA FONTAINE;72130;SAINT GEORGES LE GAULTIER;;Sainte Anne;72130;Saint-Georges-le-Gaultier;48.28847;-0.116612;0.68
DP07228720Z2166-0;76 BI;ROUTE;DE FROMENTEAU;72220;SAINT GERVAIS EN BELIN;76;Route de Fromenteau;72220;Saint-Gervais-en-Belin;47.873844;0.206727;0.9
DP07228720Z2166-2;76;;ROUTE DE FROMENTEAU;72220;SAINT GERVAIS EN BELIN;76;Route de Fromenteau;72220;Saint-Gervais-en-Belin;47.873844;0.206727;0.96
DP07228720Z2179-0;150;ALLEE;DES NOISETIERS;69760;LIMONEST;150;Allée des Noisetiers;69760;Limonest;45.814461;4.774956;0.95
DP07228720Z2179-2;63;ROUTE;DU MANS;72220;SAINT GERVAIS EN BELIN;63;Route du Mans;72220;Saint-Gervais-en-Belin;47.88491;0.223961;0.95
DP07228721Z2202-0;146D;ROUTE;DE FROMENTEAU;72220;SAINT GERVAIS EN BELIN;146d;Route de Fromenteau;72220;Saint-Gervais-en-Belin;47.871406;0.202205;0.96
DP07228721Z2202-2;146D;;ROUTE DE FROMENTEAU;72220;SAINT GERVAIS EN BELIN;146d;Route de Fromenteau;72220;Saint-Gervais-en-Belin;47.871406;0.202205;0.96
DP07228721Z2214-0;2;RUE;DE NORMANDIE;72220;ST GERVAIS EN BELIN;2;Rue de Normandie;72220;Saint-Gervais-en-Belin;47.878171;0.217483;0.84
